Sample Box No.	Depth (meters)	MS vol-SI (low freq.)	FD of MS %	NRM A/m	ARM A/m	IRM 1.2T A/m	IRM -0.3T A/m	HIRM A/m	S	Comments
898	13.92	7.04E-04	7.59	1.79E-02	2.66E-01	8.83E+00	-6.48E+00	1.18E+00	0.73
900	13.98	1.36E-04	6.2	1.90E-03	9.41E-02	2.02E+00	-1.44E+00	2.94E-01	0.71
902	14.03	7.18E-04	6.05	1.50E-02	3.45E-01	8.45E+00	-6.90E+00	7.75E-01	0.82
904	14.07	1.75E-03	6.96	4.59E-02	9.73E-01	1.91E+01	-1.65E+01	1.30E+00	0.86
906	14.12	4.82E-03	5.21	8.00E-02	2.85E+00	6.10E+01	-5.78E+01	1.62E+00	0.95
908	14.17	3.69E-03	6.37	1.12E-01	2.35E+00	4.94E+01	-4.63E+01	1.54E+00	0.94
910	14.23	4.34E-03	6.09	1.40E-01	2.89E+00	5.30E+01	-4.98E+01	1.61E+00	0.94
911	14.28	3.05E-03	6.89	1.08E-01	1.87E+00	3.78E+01	-3.45E+01	1.68E+00	0.91
912	14.33	2.65E-04	6.17	3.53E-03	1.03E-01	4.60E+00	-3.21E+00	6.98E-01	0.7
Slug 13/A									
913	14.42	5.56E-04	8.25	1.16E-02	2.04E-01	6.43E+00	-4.43E+00	1.00E+00	0.69
915	14.47	9.60E-04	9.43	1.75E-02	4.18E-01	9.38E+00	-6.80E+00	1.29E+00	0.73
917	14.52	1.17E-03	8.04	3.34E-02	6.75E-01	1.24E+01	-1.01E+01	1.19E+00	0.81
919	14.57	1.55E-04	4.71	5.63E-03	7.45E-02	3.09E+00	-1.74E+00	6.73E-01	0.56	
921	14.61	9.06E-05	2.73	2.67E-03	4.75E-02	1.96E+00	-1.14E+00	4.11E-01	0.58	
923	14.69	1.53E-04	4.13	3.75E-03	5.30E-02	2.38E+00	-1.53E+00	4.29E-01	0.64	
925	14.73	9.39E-05	3.43	2.51E-03	5.05E-02	2.15E+00	-1.31E+00	4.20E-01	0.61	
927	14.77	9.48E-05	3.87	4.70E-03	5.65E-02	2.30E+00	-1.30E+00	5.01E-01	0.56	
929	14.82	4.75E-05	-0.46	1.87E-03	2.87E-02	1.23E+00	-7.15E-01	2.59E-01	0.58	
931	14.89	5.08E-05	-2.23	1.17E-03	2.87E-02	1.31E+00	-7.40E-01	2.85E-01	0.56	
914	14.94	8.51E-04	5.89	2.26E-02	2.99E-01	1.91E+01	-1.64E+01	1.35E+00	0.86	"Disturbed, Tephra"
916	15	5.23E-05	1.62	1.24E-03	3.23E-02	1.31E+00	-7.55E-01	2.79E-01	0.58	
918	15.05	4.28E-05	1.54	1.14E-03	2.49E-02	1.13E+00	-6.75E-01	2.25E-01	0.6	
920	15.1	4.25E-05	1.07	1.33E-03	4.13E-02	1.10E+00	-6.90E-01	2.06E-01	0.63	
922	15.16	3.81E-05	-1.95	1.27E-03	2.36E-02	1.13E+00	-6.85E-01	2.23E-01	0.61	
924	15.21	3.92E-05	-2.93	1.36E-03	2.56E-02	1.09E+00	-6.38E-01	2.24E-01	0.59	
926	15.27	4.71E-05	0.81	1.70E-03	2.62E-02	1.32E+00	-8.13E-01	2.55E-01	0.61	
928	15.32	4.49E-05	-0.29	1.50E-03	2.82E-02	1.20E+00	-6.85E-01	2.55E-01	0.57	
930	15.37	4.82E-05	-0.56	1.13E-03	3.00E-02	1.22E+00	-6.68E-01	2.75E-01	0.55	
932	15.43	5.54E-05	-0.42	1.27E-03	2.67E-02	1.14E+00	-6.35E-01	2.51E-01	0.56	Tephra
Slug 14/A										
933	15.62	8.25E-05	1.5	2.98E-03	3.53E-02	1.48E+00	-1.00E+00	2.38E-01	0.68	Tephra
935	15.7	7.26E-05	2.78	2.41E-03	4.30E-02	2.01E+00	-1.09E+00	4.59E-01	0.54	
936	15.75	3.63E-05	-1.71	1.07E-03	2.00E-02	9.95E-01	-5.78E-01	2.09E-01	0.58	
937	15.79	2.85E-05	-2.69	8.10E-04	1.70E-02	8.28E-01	-4.86E-01	1.71E-01	0.59	
938	15.84	3.45E-05	-0.87	8.10E-04	2.13E-02	1.01E+00	-5.90E-01	2.09E-01	0.59	
939	15.9	5.28E-05	0.7	1.54E-03	3.04E-02	1.41E+00	-8.08E-01	3.00E-01	0.57	
940	15.95	3.18E-05	-4.24	1.25E-03	1.92E-02	9.40E-01	-5.63E-01	1.89E-01	0.6	
942	16	2.92E-05	-3.04	1.27E-03	1.88E-02	8.68E-01	-5.05E-01	1.81E-01	0.58	
946	16.07	4.10E-05	-1.17	1.41E-03	2.63E-02	1.12E+00	-6.48E-01	2.38E-01	0.58	
934	16.16	3.24E-05	-3.59	9.65E-04	2.06E-02	9.58E-01	-5.70E-01	1.94E-01	0.6	
941	16.22	3.04E-05	0.11	8.80E-04	1.99E-02	9.05E-01	-5.48E-01	1.79E-01	0.6	
943	16.27	4.01E-05	-2.14	8.73E-04	2.51E-02	1.10E+00	-6.58E-01	2.19E-01	0.6	
945	16.33	3.73E-05	-2.65	2.32E-03	2.28E-02	1.04E+00	-6.28E-01	2.05E-01	0.6	
947	16.39	5.31E-05	0.79	1.63E-03	3.02E-02	1.30E+00	-7.60E-01	2.70E-01	0.58	
948	16.5	4.68E-05	1.65	1.51E-03	2.38E-02	1.37E+00	-9.50E-01	2.08E-01	0.7	
949	16.59	4.72E-05	2.54	1.06E-03	2.63E-02	1.12E+00	-6.53E-01	2.33E-01	0.58	
950	16.77	3.31E-05	1	8.53E-04	2.84E-02	7.48E-01	-4.85E-01	1.31E-01	0.65	
951	16.87	3.55E-05	-11.26	6.05E-04	1.82E-02	7.63E-01	-4.63E-01	1.50E-01	0.61	
Slug 14/B										
952	17.04	7.47E-05	7.9	1.81E-03	3.50E-02	1.54E+00	-9.30E-01	3.05E-01	0.6	
954	17.08	9.63E-05	6.76	2.25E-03	4.25E-02	1.90E+00	-1.15E+00	3.74E-01	0.61	
956	17.14	1.66E-04	7.51	4.45E-03	7.70E-02	3.77E+00	-2.39E+00	6.90E-01	0.63	
958	17.2	5.48E-05	4.98	7.95E-04	2.75E-02	1.18E+00	-7.18E-01	2.30E-01	0.61	
